Shenzhen	Shenzhen	China	22.54554	114.0683	17494398
Yanta	Yanta	China	36.24111	115.66722	79196
Chentuan	Chentuan	China	35.50472	119.26694	24706
Shenjiamen	Shenjiamen	China	29.95763	122.29802	95433
Shekou	Shekou	China	22.49359	113.9156	18730
Yunlong	Yunlong	China	30.5228	107.64196	29673
Shawan	Shawan	China	33.62736	104.5637	21551
Rensha	Rensha	China	30.05305	107.59409	20054
Shaping	Shaping	China	30.47463	107.43587	30928
Shaping	Shaping	China	22.77019	112.95776	107589
Shaoxing	Shaoxing	China	30.00237	120.57864	2300000
Shaowu	Shaowu	China	27.34089	117.4831	112585
Shaoshan	Shaoshan	China	27.91667	112.51667	118000
Shaoguan	Shaoguan	China	24.8	113.58333	1028460
Shaodian	Shaodian	China	34.13333	118.43333	32448
Shancheng	Shancheng	China	34.79528	116.08167	74459
Shanwei	Shanwei	China	22.78199	115.3475	491766
Shantou	Shantou	China	23.35489	116.67876	3838900
Shanting	Shanting	China	35.07528	117.45778	80843
Shankou	Shankou	China	21.6	109.71667	70153
Shanji	Shanji	China	34.20472	117.59556	50617
Shangluo	Shangluo	China	33.86667	109.93056	531696
Shangqiu	Shangqiu	China	34.4143	115.65613	1859723
Shangkou	Shangkou	China	36.96556	118.88306	65770
Shanghuang	Shanghuang	China	31.32047	109.48416	25648
Shanghai	Shanghai	China	31.22222	121.45806	24874500
Shajing	Shajing	China	22.74628	113.81903	127089
Shaji	Shaji	China	33.9	118.13333	46696
Shahecheng	Shahecheng	China	36.93833	114.50583	125132
Shahe	Shahe	China	30.82819	108.35033	24915
Shagang	Shagang	China	21.66667	109.03333	30710
Sanzhuang	Sanzhuang	China	35.50333	119.17167	52214
Sanya	Sanya	China	18.25435	109.50947	1031396
Sanqu	Sanqu	China	29.64157	105.62161	28563
Sanming	Sanming	China	26.24861	117.61861	602166
Sanmenxia	Sanmenxia	China	34.78081	111.19287	669307
Sanjiao	Sanjiao	China	29.05028	106.73639	35486
Sanjiang	Sanjiang	China	28.94472	106.71056	39785
Sanhui	Sanhui	China	30.08167	106.5912	51413
Xiaodu	Xiaodu	China	29.96207	105.88678	27469
Sanhe	Sanhe	China	39.98049	117.06887	965075
Sangzhe	Sangzhe	China	29.27837	108.39822	26221
Changsha	Changsha	China	22.38124	112.68492	688242
Runan	Runan	China	33.00016	114.34587	60202
Rui’an	Rui'an	China	27.77605	120.65859	927383
Tongren	Tongren	China	35.51483	102.016	103700
Ronglong	Ronglong	China	29.43589	105.44865	32983
Rongjiang	Rongjiang	China	26.55	101.25	32291
Fuqing	Fuqing	China	25.7294	119.37469	67397
Jieyang	Jieyang	China	23.5418	116.36581	1899394
Rizhuang	Rizhuang	China	36.95083	120.38306	43758
Renzhao	Renzhao	China	36.63861	120.20361	64569
Renyi	Renyi	China	29.50743	105.47827	38864
Renxian	Renxian	China	30.66092	107.67895	21499
Renqiu	Renqiu	China	38.70941	116.10086	98569
Renhe	Renhe	China	26.41667	101.01667	24903
Quzhou	Quzhou	China	28.95944	118.86861	902767
Qujing	Qujing	China	25.48333	103.78333	1408500
Qufu	Qufu	China	35.59667	116.99111	85144
Quanzhou	Quanzhou	China	24.91389	118.58583	1469157
Wuxi	Wuxi	China	26.5844	111.859	66442
Zhuangyuan	Zhuangyuan	China	37.30553	120.82747	79106
Qiuji	Qiuji	China	33.8	118	76343
Qishan	Qishan	China	34.63333	116.8	51750
Qisha	Qisha	China	21.57503	108.47898	44561
Qiongshan	Qiongshan	China	20.00864	110.35384	87657
Qionghu	Qionghu	China	28.84122	112.35505	66145
Qinzhou	Qinzhou	China	21.98247	108.65061	1296300
Qinnan	Qinnan	China	33.25306	119.91333	55975
Qinhuangdao	Qinhuangdao	China	39.94104	119.58936	759718
Yizhou	Yizhou	China	24.5	108.66667	155872
Jinjiang	Jinjiang	China	24.81978	118.57415	1416151
Qingshuping	Qingshuping	China	27.38083	112.02056	62000
Qingshizui	Qingshizui	China	37.46667	101.43333	28561
Qingshanquan	Qingshanquan	China	34.41639	117.36306	44314
Qingquan	Qingquan	China	30.45113	115.25593	76154
Qingpu	Qingpu	China	31.15394	121.11408	1271424
Qingping	Qingping	China	29.97696	106.52057	21160
Huai'an	Huai'an	China	33.58861	119.01917	2494013
Qingfu	Qingfu	China	28.43701	104.51622	56650
Qingdao	Qingdao	China	36.06488	120.38042	7172451
Qingyuan	Qingyuan	China	23.7	113.03333	1738424
Qincheng	Qincheng	China	27.2127	116.53008	99987
Qina	Qina	China	26.30938	100.62513	36823
Qishan	Qishan	China	29.84431	117.71937	55500
Hongqiao	Hongqiao	China	26.76837	112.10814	58287
Qibao	Qibao	China	31.15267	121.35688	283352
Qiaotou	Qiaotou	China	36.935	101.67361	114712
Qiaotou	Qiaotou	China	33.10763	104.81168	21273
Qiaoguan	Qiaoguan	China	36.56444	118.88389	82467
Qianliu	Qianliu	China	22.9	100.2	48090
Qabqa	Qabqa	China	36.28139	100.61306	46907
Puzi	Puzi	China	29.63292	108.32825	18133
Puyang Chengguanzhen	Puyang Chengguanzhen	China	35.70622	115.0279	104994
Puyang	Puyang	China	29.45679	119.88872	3590000
Putuo	Putuo	China	31.251	121.3897	1239100
Putian	Putian	China	25.43944	119.01028	1539389
Puji	Puji	China	36.13194	119.72111	52563
Puqi	Puqi	China	29.71667	113.88333	132891
Yongning	Yongning	China	22.76101	108.48359	61690
Pulandian	Pulandian	China	39.39528	121.96694	104277
Pudong	Pudong	China	31.23995	121.50094	5681512
Pu’an	Pu'an	China	32.03728	105.46686	42577
Poyang	Poyang	China	28.99242	116.66754	70787
Pingyin	Pingyin	China	36.28306	116.44528	62050
Pingyi	Pingyi	China	35.50056	117.63083	78254
Gutao	Gutao	China	37.2025	112.17806	42000
Pingxiang	Pingxiang	China	27.61672	113.85353	893550
Pingxiang	Pingxiang	China	22.09694	106.75667	129843
Pingtan	Pingtan	China	29.84594	105.87782	30816
Pingshan	Pingshan	China	22.99376	114.71311	113631
Pingnan	Pingnan	China	23.5418	110.38929	62483
Pingliang	Pingliang	China	35.53917	106.68611	504848
Pingli	Pingli	China	32.38472	109.34556	45493
Pingjin	Pingjin	China	30.61176	107.54497	55139
Pingdu	Pingdu	China	36.78444	119.94639	542234
Pingdingshan	Pingdingshan	China	33.73091	113.31554	979130
Pianjiao	Pianjiao	China	26.01667	100.58333	24575
Pengze	Pengze	China	29.89885	116.54572	350000
Pengpu	Pengpu	China	31.2855	121.4367	152725
Pengcheng	Pengcheng	China	36.43111	114.17	68442
Peicheng	Peicheng	China	34.73611	116.92472	195363
Picheng	Picheng	China	34.46667	117.96667	64585
Panlong	Panlong	China	29.50025	105.37066	51177
Panghai	Panghai	China	26.72694	108.06361	22306
Pan’an	Pan'an	China	34.75472	105.11167	70072
Paipu	Paipu	China	19.63981	109.15861	17577
Guang’an	Guang'an	China	30.47413	106.63696	858159
Ningyang	Ningyang	China	35.76417	116.79139	82994
Yutan	Yutan	China	28.25831	112.56048	55312
Hanyuan	Hanyuan	China	32.834	106.25035	50440
Ninghai	Ninghai	China	37.38422	121.60859	56937
Ninghai	Ninghai	China	29.28917	121.42472	68330
Ning’er	Ning'er	China	23.04053	101.03683	162711
Ningbo	Ningbo	China	29.87819	121.54945	3731203
Nianbo	Nianbo	China	36.48	102.41639	260184
Neijiang	Neijiang	China	29.58354	105.06216	1251095
Nanzhou	Nanzhou	China	29.36382	112.40654	54449
Nanzhang Chengguanzhen	Nanzhang Chengguanzhen	China	31.78394	111.82752	83604
Nanyang	Nanyang	China	33.00524	112.54659	1811812
Nanxi	Nanxi	China	28.84209	104.97958	96061
Nantou	Nantou	China	22.53557	113.91564	25294
Nantong	Nantong	China	32.03028	120.87472	2273326
Nanshu	Nanshu	China	37.02014	120.33731	40188
Nanqiao	Nanqiao	China	30.91611	121.44944	361185
Pucheng	Pucheng	China	27.92333	118.53333	59832
Nanping	Nanping	China	29.08639	106.98722	32888
Nanping	Nanping	China	26.645	118.17361	467875
Nanning	Nanning	China	22.81667	108.31667	3839800
Nanma	Nanma	China	36.18478	118.15486	74406
Nanlong	Nanlong	China	31.35333	106.06309	63405
Nanjing	Nanjing	China	32.06167	118.77778	9314685
Nanjian	Nanjian	China	25.04493	100.51437	50083
Nanhu	Nanhu	China	35.48778	119.34583	61034
Nangong	Nangong	China	37.35464	115.38881	82386
Nanfeng	Nanfeng	China	23.72695	111.79723	86129
Nanfeng	Nanfeng	China	19.41018	109.55024	23669
Nandu	Nandu	China	22.8525	110.82333	61881
Nanding	Nanding	China	36.74833	118.05583	85495
Nancun	Nancun	China	36.53278	120.13389	124210
Nanchong	Nanchong	China	30.79508	106.08473	1858875
Nanchang	Nanchang	China	28.68396	115.85306	2357839
Nanbin	Nanbin	China	29.9994	108.10913	118597
Naliang	Naliang	China	21.66667	107.86667	41577
Nada	Nada	China	19.52134	109.57895	256652
Mu’er	Mu'er	China	29.80601	106.64439	23157
Mudong	Mudong	China	29.57334	106.83928	36704
Miyang	Miyang	China	24.40417	103.44278	72485
Minhang	Minhang	China	31.10881	121.37471	2716600
Mingshui	Mingshui	China	36.71667	117.5	114858
Mingguang	Mingguang	China	32.78017	117.96378	68351
Minggang	Minggang	China	32.45861	114.04861	67945
Mingcun	Mingcun	China	36.75361	119.64083	53926
Micheng	Micheng	China	25.34294	100.48725	89144
Miaoyu	Miaoyu	China	30.86868	109.64614	34913
Miaohang	Miaohang	China	31.32466	121.43953	89615
Mianyang	Mianyang	China	31.46784	104.68168	1550000
Mianyang	Mianyang	China	33.15703	106.69445	84606
Mentougou	Mentougou	China	39.93819	116.09307	197772
Mengyin	Mengyin	China	35.70694	117.92639	65889
Mengla	Mengla	China	21.46234	101.5637	30296
Mengcheng Chengguanzhen	Mengcheng Chengguanzhen	China	33.26611	116.56605	69916
Meng’a	Meng'a	China	22.19939	100.41695	22540
Meizhou	Meizhou	China	24.28859	116.11768	992351
Meishan	Meishan	China	30.04392	103.83696	1107742
Wuchuan	Wuchuan	China	21.45713	110.76591	104168
Meijiang	Meijiang	China	28.26356	109.02685	29667
Mawu	Mawu	China	29.5925	107.31337	32360
Mawang	Mawang	China	28.89331	108.95114	33456
Mapo	Mapo	China	34.51667	117.06667	35358
Maoming	Maoming	China	21.66625	110.91364	1307802
Maocun	Maocun	China	34.37667	117.25056	57649
Malianzhuang	Malianzhuang	China	37.07484	120.46251	42197
Majie	Majie	China	25.0319	102.638	131696
Zhijiang	Zhijiang	China	30.42139	111.75333	60169
Macheng	Macheng	China	31.18013	115.02213	126366
Maba	Maba	China	24.68413	113.59839	113609
Ma’anshan	Ma'anshan	China	31.68579	118.51008	741531
Luzhou	Luzhou	China	28.8903	105.42575	998900
Lüshun	Lueshun	China	38.8	121.26667	82345
Lushar	Lushar	China	36.48416	101.56328	67153
Lushan	Lushan	China	26.65	107.78333	25074
Luoyang	Luoyang	China	34.67345	112.43684	1390581
Luoyang	Luoyang	China	24.95938	118.683	66188
Luoyang	Luoyang	China	23.16244	114.27342	123144
Luorong	Luorong	China	24.40583	109.60861	67593
Luoqi	Luoqi	China	29.72235	106.93206	36862
Luoping	Luoping	China	31.20659	110.08679	24859
Luomen	Luomen	China	34.75417	105.02472	89998
Luolong	Luolong	China	28.80557	104.89906	40612
Luojing	Luojing	China	31.4782	121.33907	54329
Luojiang	Luojiang	China	31.30497	104.50484	212186
Luohuang	Luohuang	China	29.34662	106.43514	71515
Luohe	Luohe	China	33.57424	114.03261	1294974
Luodian	Luodian	China	31.41556	121.33444	118323
Luocheng	Luocheng	China	29.38481	104.02862	73581
Lulou	Lulou	China	34.71667	116.76667	63704
Lucheng	Lucheng	China	31.23357	117.28057	89119
Lüeyang Chengguanzhen	Lueeyang Chengguanzhen	China	33.33205	106.15496	67496
Kangding	Kangding	China	30.00222	101.9569	100000
Lubu	Lubu	China	23.17233	112.28298	95820
Luancheng	Luancheng	China	37.88452	114.64629	597130
Lu’an	Lu'an	China	31.73561	116.51688	1644344
Loudi	Loudi	China	27.73444	111.99444	497171
Longyan	Longyan	China	25.07485	117.01775	1025087
Longxing	Longxing	China	29.70199	106.7911	36297
Longtan	Longtan	China	29.44631	107.10217	36511
Longtan	Longtan	China	28.75716	108.96414	57769
Longshui	Longshui	China	29.56555	105.76205	121609
Longshi	Longshi	China	30.21469	106.45743	56142
Longshan	Longshan	China	35.03194	106.08056	37976
Longquan	Longquan	China	24.67193	102.1613	91534
Longmen	Longmen	China	30.79819	107.68712	19380
Longhua	Longhua	China	29.21028	106.20725	27849
Longlin	Longlin	China	33.94278	105.06739	18148
Longgang	Longgang	China	37.65181	120.33063	60444
Longju	Longju	China	30.6109	108.63518	31982
Longgu	Longgu	China	34.90333	116.80667	59086
Longgang	Longgang	China	29.69744	105.71369	74605
Longgang	Longgang	China	22.72289	114.26326	215273
Longfeng	Longfeng	China	30.38793	109.50706	61862
Long’e	Long'e	China	25.80722	109.2125	16928
Longchi	Longchi	China	28.60996	109.04919	24814
Longcheng	Longcheng	China	35.00096	105.97339	25055
Longchang	Longchang	China	26.66667	107.91667	18563
Licheng	Licheng	China	31.42813	119.48353	72276
Lixin	Lixin	China	34.91222	105.08056	16753
Lixian	Lixian	China	34.19	105.1725	58300
Liuyin	Liuyin	China	29.96207	106.60996	17505
Guankou	Guankou	China	28.15861	113.62709	1380000
Liuxin	Liuxin	China	34.36861	117.115	65258
Liutuan	Liutuan	China	36.93333	119.38333	48469
Puning	Puning	China	23.31072	116.16869	874954
Liuquan	Liuquan	China	34.43417	117.29833	51657
Lishui	Lishui	China	28.46042	119.91029	451418
Lishi	Lishi	China	29.07888	106.262	66620
Lintong	Lintong	China	34.37803	109.20892	75882
Liuzhou	Liuzhou	China	24.32405	109.40698	1436599
Linyi	Linyi	China	35.06306	118.34278	2743843
Linxia Chengguanzhen	Linxia Chengguanzhen	China	35.60028	103.20639	274466
Linxi	Linxi	China	39.71183	118.44954	100316
Linshui	Linshui	China	36.42472	114.20472	109955
Linshi	Linshi	China	29.66698	107.19233	41730
Linqu	Linqu	China	36.51556	118.53972	299646
Linqiong	Linqiong	China	30.41587	103.46089	55587
Qingnian	Qingnian	China	36.84092	115.71087	110046
Linping	Linping	China	30.4225	120.29722	78180
Linjiang	Linjiang	China	29.24522	105.95663	25740
Linjiang	Linjiang	China	31.09956	108.21964	71149
Linjiacun	Linjiacun	China	35.99389	119.65028	88509
Dongta	Dongta	China	38.0814	106.34444	22040
Linghe	Linghe	China	36.36417	119.07694	99069
Lingcheng	Lingcheng	China	33.81639	118.11361	53841
Beiliu	Beiliu	China	22.70722	110.34917	199769
Lingao	Lingao	China	19.90873	109.68717	64874
Linfeng	Linfeng	China	29.891	107.21971	23868
Linfen	Linfen	China	36.08889	111.51889	959198
Lincang	Lincang	China	23.87972	100.09455	323708
Xishan	Xishan	China	27.66667	113.5	98162
Liji	Liji	China	33.76667	117.78333	39691
Ligezhuang	Ligezhuang	China	36.35778	120.14278	65714
Lidu	Lidu	China	29.73861	107.29477	88124
Lichuan	Lichuan	China	30.3	108.85	120587
Licheng	Licheng	China	23.29549	113.82465	172775
Licha	Licha	China	36.05722	119.78333	55140
Liaolan	Liaolan	China	36.67444	119.87528	84306
Liaocheng	Liaocheng	China	36.45064	116.00247	1229768
Lianzhou	Lianzhou	China	24.78186	112.3712	92827
Hepu	Hepu	China	21.65921	109.20011	192813
Anning	Anning	China	24.92271	102.48496	106795
Wuwei	Wuwei	China	37.92672	102.63202	1010295
Liangzhai	Liangzhai	China	34.5	116.75	54742
Liangxiang	Liangxiang	China	39.73598	116.13295	76744
Liangshui	Liangshui	China	33.43177	104.80909	27281
Jiangbei	Jiangbei	China	29.7283	106.63506	60466
Liancheng	Liancheng	China	25.71826	116.74892	60504
Lianjiang	Lianjiang	China	21.64673	110.28172	100341
Leshan	Leshan	China	29.56227	103.76386	662814
Lengshuitan	Lengshuitan	China	26.4111	111.59559	88935
Lengshuijiang	Lengshuijiang	China	27.68806	111.42944	115399
Leiyang	Leiyang	China	26.40238	112.85908	129116
Lecheng	Lecheng	China	25.128	113.35041	124268
Laohekou	Laohekou	China	32.38583	111.66778	253112
Lanzhou	Lanzhou	China	36.05701	103.83987	3000000
Lanxi	Lanxi	China	29.21588	119.47156	73706
Lianyuan	Lianyuan	China	27.68833	111.66417	66501
Langfang	Langfang	China	39.52079	116.71471	868066
Langao Chengguanzhen	Langao Chengguanzhen	China	32.30028	108.89306	35348
Laizhou	Laizhou	China	37.18073	119.94217	188000
Laiyang	Laiyang	China	36.97583	120.71361	169594
Laiwu	Laiwu	China	36.19278	117.65694	989535
Laisu	Laisu	China	29.26597	105.77802	41361
Laibin	Laibin	China	23.74743	109.22222	910282
Labuleng	Labuleng	China	35.20125	102.52117	22970
Kunyang	Kunyang	China	27.66583	120.56583	65009
Kunming	Kunming	China	25.03889	102.71833	3855346
Kuangshi	Kuangshi	China	38.0725	114.04611	27836
Kongtan	Kongtan	China	29.14408	104.67474	47125
Kaiyuan	Kaiyuan	China	23.69767	103.30372	198423
Kaili	Kaili	China	26.58583	107.97972	275745
Kaihua	Kaihua	China	23.3695	104.27721	64404
Kaifeng	Kaifeng	China	34.7986	114.30742	1451741
Juye	Juye	China	35.38737	116.07168	58107
Junlian	Junlian	China	28.17106	104.51162	80708
Juexi	Juexi	China	28.9241	104.26154	43527
Juegang	Juegang	China	32.31737	121.18552	73317
Liulin	Liulin	China	34.58972	103.50417	17731
Jiyuan	Jiyuan	China	35.08912	112.58815	242143
Jizhou	Jizhou	China	37.55054	115.56871	362013
Jiuxian	Jiuxian	China	29.86203	106.20288	31499
Jiushan	Jiushan	China	36.19611	118.465	44420
Xixiang	Xixiang	China	22.59306	113.8889	78022
Jiujiang	Jiujiang	China	29.70475	116.00206	1164268
Jiudian	Jiudian	China	36.9918	120.20412	97604
Jishui	Jishui	China	33.73333	115.4	77540
Jishou	Jishou	China	28.31925	109.73346	102332
Jinzhou	Jinzhou	China	39.1	121.71667	215386
Jinxiang	Jinxiang	China	27.43265	120.60625	84231
Jinshi	Jinshi	China	29.60487	111.87012	82906
Jinsha	Jinsha	China	32.08982	121.07355	95647
Jinqiao	Jinqiao	China	31.27092	121.59331	28000
Jinjiang	Jinjiang	China	28.40051	116.89983	49245
Jinjiang	Jinjiang	China	19.72878	110.00851	68720
Jinji	Jinji	China	23.22806	110.82611	56816
Jining	Jining	China	35.405	116.58139	1241012
Jinhua	Jinhua	China	29.10678	119.64421	1463990
Jingzhou	Jingzhou	China	30.35028	112.19028	1052282
Jingzhi	Jingzhi	China	36.31	119.3875	126703
Tianchang	Tianchang	China	37.99806	114.01556	61292
Jingui	Jingui	China	38.5	106.41667	29796
Jingmen	Jingmen	China	31.03361	112.20472	632954
Jingling	Jingling	China	30.65	113.1	224871
Jingguan	Jingguan	China	29.89545	106.5639	43674
Jingdezhen	Jingdezhen	China	29.2947	117.20789	473561
Jing’an	Jing'an	China	31.22	121.41583	936500
Jing’an	Jing'an	China	22.21072	113.29218	186000
Jinchang	Jinchang	China	38.50062	102.19379	228561
Jincheng	Jincheng	China	35.50222	112.83278	476945
Jinan	Jinan	China	36.66833	116.99722	4335989
Jimo	Jimo	China	36.38972	120.46222	70733
Jijiang	Jijiang	China	29.28993	106.25001	196787
Jiexiu	Jiexiu	China	37.02444	111.9125	77178
Jieshou	Jieshou	China	33.26338	115.36108	141993
Jieshi	Jieshi	China	22.81027	115.83058	137444
Jielong	Jielong	China	29.24946	106.77663	48018
Jiehu	Jiehu	China	35.54278	118.455	69245
Jiazi	Jiazi	China	22.87932	116.07318	130298
Jiayue	Jiayue	China	36.02361	119.17611	93228
Jiaxing	Jiaxing	China	30.7522	120.75	1180000
Jiawang	Jiawang	China	34.43278	117.44194	133861
Jiasi	Jiasi	China	29.11569	106.44691	27327
Jiaozuo	Jiaozuo	China	35.23925	113.23914	865413
Jiaoshi	Jiaoshi	China	29.71607	107.5976	23454
Jiaogong	Jiaogong	China	33.56547	104.64637	19083
Jiaozhou	Jiaozhou	China	36.28389	120.00333	619266
Ningde	Ningde	China	26.66167	119.52278	429260
Jianshan	Jianshan	China	31.43396	108.89533	17334
Jian’ou	Jian'ou	China	27.04146	118.31897	59187
Jiangzhuang	Jiangzhuang	China	36.49444	119.79417	72453
Jiangyan	Jiangyan	China	32.50611	120.14278	70375
Jianguang	Jianguang	China	28.19377	115.7836	61469
Jiangshan	Jiangshan	China	36.67806	120.52917	86642
Jiangping	Jiangping	China	21.6	108.15	42985
Jiangmen	Jiangmen	China	22.58333	113.08333	1795459
Jiangluo	Jiangluo	China	33.90139	105.82194	19204
Jiangkou	Jiangkou	China	29.23964	107.87876	20829
Jiangkou	Jiangkou	China	25.48694	119.19834	59902
Jiangjia	Jiangjia	China	29.39306	106.81917	16518
Yangjiang	Yangjiang	China	21.85563	111.96272	1292987
Jiang’an	Jiang'an	China	28.73335	105.0683	67776
Jianchang	Jianchang	China	27.55831	116.63978	109108
Ji’an	Ji'an	China	27.11716	114.97927	538699
Guangyuan	Guangyuan	China	32.44201	105.823	516424
Qionghai	Qionghai	China	19.2425	110.46417	528238
Jiading	Jiading	China	31.38575	121.24465	1886100
Jiachuan	Jiachuan	China	32.20907	106.21494	38421
Huzhou	Huzhou	China	30.8703	120.0933	1015937
Hutang	Hutang	China	31.53429	119.49	56370
Cixi	Cixi	China	30.1764	121.2457	1457510
Huoqiu Chengguanzhen	Huoqiu Chengguanzhen	China	32.35473	116.2939	61904
Huolu	Huolu	China	29.39422	107.87254	25818
Humen	Humen	China	22.81899	113.67306	191891
Huizhou	Huizhou	China	23.11147	114.41523	2900113
Huixian Chengguanzhen	Huixian Chengguanzhen	China	33.76833	106.08083	39643
Huilong	Huilong	China	31.81111	121.655	74818
Huicheng	Huicheng	China	29.86925	118.43364	74349
Huicheng	Huicheng	China	23.03845	116.28988	125919
Huguo	Huguo	China	28.58626	105.36663	54795
Hufeng	Hufeng	China	29.7155	106.11089	30248
Huazhou	Huazhou	China	21.63333	110.58333	91701
Huayin	Huayin	China	34.56528	110.06639	242488
Huashan	Huashan	China	34.63	116.73583	71281
Huankou	Huankou	China	34.87	116.66972	77758
Huangzhou	Huangzhou	China	30.45	114.8	122563
Huangshi	Huangshi	China	30.24706	115.04814	688090
Huangshan	Huangshan	China	26.82634	100.21906	20136
Dasha	Dasha	China	23.11037	113.4418	116307
Huangpi	Huangpi	China	30.88453	114.37789	57554
Huangmei	Huangmei	China	30.19235	116.02496	77633
Huangji	Huangji	China	34.43333	116.98333	43038
Huanghua	Huanghua	China	35.88917	119.45778	65646
Huanggang	Huanggang	China	23.67704	116.99961	225956
Daxing	Daxing	China	39.74025	116.32693	104904
Huangchuan	Huangchuan	China	32.13902	115.04286	72663
Xingyi	Xingyi	China	25.09617	104.90639	322890
Huaiyuan Chengguanzhen	Huaiyuan Chengguanzhen	China	32.95893	117.16566	65530
Huainan	Huainan	China	32.62639	116.99694	1666826
Huaicheng	Huaicheng	China	23.91952	112.17629	89294
Huaihua	Huaihua	China	27.56337	110.00404	552622
Huaidian	Huaidian	China	33.43333	115.03333	89978
Huaibei	Huaibei	China	33.97444	116.79167	1113321
Huacheng	Huacheng	China	24.06703	115.61309	101165
Houzhen	Houzhen	China	36.99136	118.96582	96737
Hongzhou	Hongzhou	China	26.12583	109.40889	21293
Honglu	Honglu	China	29.35198	105.7268	21618
Hongkou	Hongkou	China	31.25	121.48917	687500
Donghe	Donghe	China	32.23341	106.30126	81953
Hongjiang	Hongjiang	China	27.11	109.99556	59199
Honghe	Honghe	China	36.40278	118.91806	88458
Hong’an	Hong'an	China	28.50228	109.26661	18235
Hezuo	Hezuo	China	34.98556	102.90944	59148
Heze	Heze	China	35.23929	115.47358	1346717
Hechuan	Hechuan	China	29.99228	106.26461	377213
Hetoudian	Hetoudian	China	37.01837	120.57372	38398
Heshan	Heshan	China	28.56938	112.34733	1249807
Hepo	Hepo	China	23.43077	115.82991	131238
Hengyang	Hengyang	China	26.88946	112.61888	1075516
Hengshui	Hengshui	China	37.73908	115.68348	522147
Hengbei	Hengbei	China	23.87968	115.72546	78575
Helin	Helin	China	30.58123	107.68064	19268
Hekou	Hekou	China	22.53851	104.01109	44998
Hejiang	Hejiang	China	28.81161	105.83359	137437
Heishui	Heishui	China	29.05551	108.79636	17180
Hefei	Hefei	China	31.86389	117.28083	5050000
Hede	Hede	China	33.7722	120.26176	89107
Hecun	Hecun	China	36.53333	114.11111	83009
Hebian	Hebian	China	29.65663	106.19673	20037
Hebi	Hebi	China	35.73231	114.28616	634721
Heba	Heba	China	33.93624	105.21625	32538
Haomen	Haomen	China	37.37575	101.62199	36515
Haojiaqiao	Haojiaqiao	China	38.01667	106.28333	32507
Hanzhong	Hanzhong	China	33.07507	107.02214	1006557
Hanyuan	Hanyuan	China	34.01083	105.29194	37284
Hanyin Chengguanzhen	Hanyin Chengguanzhen	China	32.89139	108.50472	66926
Fu’an	Fu'an	China	27.09131	119.64446	154439
Hanting	Hanting	China	36.77083	119.21083	90637
Hanjia	Hanjia	China	29.29524	108.16132	108430
Hangzhou	Hangzhou	China	30.29365	120.16142	9236032
Hangu	Hangu	China	39.24889	117.78917	208369
Hanfeng	Hanfeng	China	31.16946	108.4031	196528
Changzhi	Changzhi	China	36.18389	113.10528	1214940
Handan	Handan	China	36.60999	114.48764	1358318
Hanchuan	Hanchuan	China	30.65	113.76667	87737
Hancheng	Hancheng	China	35.46028	110.42917	58049
Haizhou	Haizhou	China	34.58167	119.12889	59098
Haiyang	Haiyang	China	29.78612	118.17698	48928
Haitou	Haitou	China	19.50563	108.95054	34648
Jiaojiang	Jiaojiang	China	28.69844	121.47331	470804
Haimen	Haimen	China	23.19346	116.61219	125427
Haikou	Haikou	China	24.77985	102.57548	112644
Haikou	Haikou	China	20.03421	110.34651	2873358
Guyuan	Guyuan	China	36.00667	106.28083	411854
Guye	Guye	China	39.74083	118.45069	41484
Guxian	Guxian	China	36.7341	120.22558	44533
Guxi	Guxi	China	30.33026	105.87208	34633
Gupi	Gupi	China	34.11389	117.88278	48748
Guozhen	Guozhen	China	34.36591	107.35904	85415
Guofu	Guofu	China	28.85	106.60139	32831
Gunan	Gunan	China	29.0231	106.648	208010
Gulin	Gulin	China	28.04223	105.81038	116527
Guli	Guli	China	28.88162	120.03308	536000
Guiyang	Guiyang	China	26.58333	106.71667	3037159
Guixi	Guixi	China	30.33355	107.34545	188980
Guiren	Guiren	China	33.66972	118.18889	57446
Guiping	Guiping	China	23.39483	110.07434	71066
Guilin	Guilin	China	25.28022	110.29639	1572300
Guigang	Guigang	China	23.11603	109.59472	1086327
Gucun	Gucun	China	31.34933	121.39341	240185
Gucheng Chengguanzhen	Gucheng Chengguanzhen	China	32.26604	111.63476	74038
Guanzhuang	Guanzhuang	China	36.26333	119.19389	50826
Guanyin	Guanyin	China	29.09926	104.39416	63606
Guanhu	Guanhu	China	34.42528	117.99528	97705
Guangzhou	Guangzhou	China	23.11667	113.25	16096724
Guangtong	Guangtong	China	25.16861	101.74861	42306
Guangshun	Guangshun	China	29.37483	105.52653	49388
Guangshui	Guangshui	China	31.6199	113.9978	154771
Guandu	Guandu	China	30.95589	109.84697	42766
Guandu	Guandu	China	30.08101	106.42897	24913
Gongtan	Gongtan	China	28.90772	108.34856	17248
Gongping	Gongping	China	31.12695	109.19722	38852
Gongmen	Gongmen	China	34.94139	106.29639	23100
Gongguan	Gongguan	China	21.8	109.6	96492
Gelan	Gelan	China	30.03589	107.11612	55938
Gejiu	Gejiu	China	23.36085	103.15372	136135
Gecheng	Gecheng	China	31.94856	108.66073	37312
Gaozuo	Gaozuo	China	33.90306	118.03972	43419
Gaozhou	Gaozhou	China	21.91965	110.85678	292164
Gaoyou	Gaoyou	China	32.78933	119.44182	90911
